ts,hit_rate,young_per_1k,not_young_per_1k,pages_made_young_rate,old_pages,total_pages,reads_from_disk_rate
1785528017.7,1000,0,0,0.0,8673,23550,0.0
1785528018.7,1000,0,0,0.0,8673,23550,0.0
1785528019.7,1000,0,0,0.0,8673,23550,0.0
1785528020.7,1000,0,0,0.0,8673,23550,0.0
1785528021.7,1000,0,0,0.0,8673,23550,0.0
1785528022.7,1000,0,0,0.0,8673,23550,0.0
1785528023.7,1000,0,0,0.0,8673,23550,0.0
1785528024.8,1000,0,0,0.0,8673,23550,0.0
1785528025.8,1000,0,0,0.0,8673,23550,0.0
1785528026.8,1000,0,0,0.0,8673,23550,0.0
1785528027.8,1000,0,0,0.0,8673,23550,0.0
1785528028.8,1000,0,0,0.0,8673,23550,0.0
1785528029.8,1000,0,0,0.0,8673,23550,0.0
1785528030.8,1000,0,0,0.0,8673,23550,0.0
1785528031.8,1000,0,0,0.0,8673,23550,0.0
1785528032.8,1000,0,0,0.0,8673,23550,0.0
1785528033.8,1000,0,0,0.0,8673,23550,0.0
1785528034.8,1000,0,0,0.0,8673,23550,0.0
1785528035.8,1000,0,0,0.0,8673,23550,0.0
1785528036.8,1000,0,0,0.0,8673,23550,0.0
1785528037.8,1000,0,0,0.0,8673,23550,0.0
1785528038.8,1000,0,0,0.0,8673,23550,0.0
1785528039.9,1000,0,0,0.0,8673,23550,0.0
1785528040.9,1000,0,0,0.0,8673,23550,0.0
1785528041.9,1000,0,0,0.0,8673,23550,0.0
1785528042.9,1000,0,0,0.0,8673,23550,0.0
1785528043.9,1000,0,0,0.0,8673,23550,0.0
1785528044.9,1000,0,0,0.0,8673,23550,0.0
1785528045.9,1000,0,0,0.0,8673,23550,0.0
1785528046.9,1000,0,0,0.0,8673,23550,0.0
1785528047.9,1000,0,0,0.0,8673,23550,0.0
1785528048.9,1000,0,0,0.0,8673,23550,0.0
1785528049.9,1000,0,0,0.0,8673,23550,0.0
1785528050.9,1000,0,0,0.0,8673,23550,0.0
1785528051.9,1000,0,0,0.0,8673,23550,0.0
1785528052.9,1000,0,0,0.0,8673,23550,0.0
1785528053.9,1000,0,0,0.0,8673,23550,0.0
1785528054.9,1000,0,0,0.0,8673,23550,0.0
1785528055.9,1000,0,0,0.0,8673,23550,0.0
1785528056.9,1000,0,0,0.0,8673,23550,0.0
1785528057.9,1000,0,0,0.0,8673,23550,0.0
1785528058.9,1000,0,0,0.0,8673,23550,0.0
1785528059.9,1000,0,0,0.0,8673,23550,0.0
1785528061.0,1000,0,0,0.0,8673,23550,0.0
1785528062.0,1000,0,0,0.0,8673,23550,0.0
1785528063.0,1000,0,0,0.0,8673,23550,0.0
1785528064.0,1000,0,0,0.0,8673,23550,0.0
1785528065.0,1000,0,0,0.0,8673,23550,0.0
1785528066.0,1000,0,0,0.0,8673,23550,0.0
1785528067.0,1000,0,0,0.0,8673,23550,0.0
1785528068.0,1000,0,0,0.0,8673,23550,0.0
